AssessmentRecordID,ReviewID,UserID,RiskID,SystemID,ConflictDetectedDate
ASMT_0034850,REV_2024,U00682,RISK_068,SYS04,18 October 2024
ASMT_0034851,REV_2025,U00682,RISK_068,SYS04,22 October 2025
ASMT_0034852,REV_2022,U00174,RISK_021,SYS01,15 October 2022
ASMT_0034853,REV_2023,U00174,RISK_021,SYS01,20 October 2023
ASMT_0034854,REV_2024,U00174,RISK_021,SYS01,18 October 2024
ASMT_0034855,REV_2024,U01489,RISK_022,SYS01,18 October 2024
ASMT_0034856,REV_2022,U01553,RISK_076,SYS03,15 October 2022
ASMT_0034857,REV_2026,U01553,RISK_076,SYS03,17 October 2026
ASMT_0034858,REV_2025,U01775,RISK_084,SYS04,22 October 2025
ASMT_0034859,REV_2022,U00077,RISK_001,SYS01,15 October 2022
ASMT_0034860,REV_2023,U00077,RISK_001,SYS01,20 October 2023
ASMT_0034861,REV_2024,U00077,RISK_001,SYS01,18 October 2024
ASMT_0034862,REV_2025,U00077,RISK_001,SYS01,22 October 2025
ASMT_0034863,REV_2026,U00077,RISK_001,SYS01,17 October 2026
ASMT_0034864,REV_2025,U00105,RISK_005,SYS02,22 October 2025
ASMT_0034865,REV_2024,U00800,RISK_047,SYS01,18 October 2024
ASMT_0034866,REV_2022,U01701,RISK_030,SYS04,15 October 2022
ASMT_0034867,REV_2023,U01701,RISK_030,SYS04,20 October 2023
ASMT_0034868,REV_2024,U01701,RISK_030,SYS04,18 October 2024
ASMT_0034869,REV_2025,U01701,RISK_030,SYS04,22 October 2025
ASMT_0034870,REV_2026,U01701,RISK_030,SYS04,17 October 2026
ASMT_0034871,REV_2026,U00116,RISK_005,SYS01,17 October 2026
ASMT_0034872,REV_2022,U00430,RISK_055,SYS02,15 October 2022
ASMT_0034873,REV_2022,U00022,RISK_091,SYS02,15 October 2022
ASMT_0034874,REV_2023,U00022,RISK_091,SYS02,20 October 2023
ASMT_0034875,REV_2025,U00022,RISK_091,SYS02,22 October 2025
ASMT_0034876,REV_2026,U00022,RISK_091,SYS02,17 October 2026
ASMT_0034877,REV_2022,U00327,RISK_096,SYS03,15 October 2022
ASMT_0034878,REV_2023,U00327,RISK_096,SYS03,20 October 2023
ASMT_0034879,REV_2025,U00327,RISK_096,SYS03,22 October 2025
ASMT_0034880,REV_2024,U01642,RISK_047,SYS04,18 October 2024
ASMT_0034881,REV_2023,U01056,RISK_069,SYS04,20 October 2023
ASMT_0034882,REV_2024,U01056,RISK_069,SYS04,18 October 2024
ASMT_0034883,REV_2022,U00097,RISK_055,SYS01,15 October 2022
ASMT_0034884,REV_2023,U00097,RISK_055,SYS01,20 October 2023
ASMT_0034885,REV_2022,U01694,RISK_076,SYS04,15 October 2022
ASMT_0034886,REV_2024,U00166,RISK_106,SYS01,18 October 2024
ASMT_0034887,REV_2023,U00531,RISK_056,SYS04,20 October 2023
ASMT_0034888,REV_2025,U00531,RISK_056,SYS04,22 October 2025
ASMT_0034889,REV_2026,U00531,RISK_056,SYS04,17 October 2026
ASMT_0034890,REV_2024,U00231,RISK_053,SYS02,18 October 2024
ASMT_0034891,REV_2022,U01003,RISK_117,SYS02,15 October 2022
ASMT_0034892,REV_2024,U01003,RISK_117,SYS02,18 October 2024
ASMT_0034893,REV_2026,U01003,RISK_117,SYS02,17 October 2026
ASMT_0034894,REV_2025,U00496,RISK_022,SYS01,22 October 2025
ASMT_0034895,REV_2023,U01406,RISK_047,SYS02,20 October 2023
ASMT_0034896,REV_2022,U00936,RISK_110 ,SYS03,15 October 2022
ASMT_0034897,REV_2023,U00936,RISK_110,SYS03,20 October 2023
ASMT_0034898,REV_2026,U00936,RISK_110,SYS03,17 October 2026
ASMT_0034899,REV_2026,U01479,RISK_005,SYS03,17 October 2026
ASMT_0034900,REV_2024,U01146,RISK_003,SYS01,18 October 2024
ASMT_0034901,REV_2022,U01261,RISK_072,SYS02,15 October 2022
ASMT_0034902,REV_2023,U01261,RISK_072,SYS02,20 October 2023
ASMT_0034903,REV_2022,U00984,RISK_113,SYS02,15 October 2022
ASMT_0034904,REV_2023,U00984,RISK_113,SYS02,20 October 2023
ASMT_0034905,REV_2025,U00984,RISK_113,SYS02,22 October 2025
ASMT_0034906,REV_2022,U01627,RISK_041,SYS04,15 October 2022
ASMT_0034907,REV_2023,U01627,RISK_041,SYS04,20 October 2023
ASMT_0034908,REV_2024,U01627,RISK_041,SYS04,18 October 2024
ASMT_0034909,REV_2025,U01627,RISK_041,SYS04,22 October 2025
ASMT_0034910,REV_2026,U01627,RISK_041,SYS04,17 October 2026
ASMT_0034911,REV_2025,U01600,RISK_019,SYS01,22 October 2025
ASMT_0034912,REV_2022,U01365,RISK_024,SYS01,15 October 2022
ASMT_0034913,REV_2024,U01365,RISK_024,SYS01,18 October 2024
ASMT_0034914,REV_2026,U01365,RISK_024,SYS01,17 October 2026
ASMT_0034915,REV_2024,U00306,RISK_005,SYS01,18 October 2024
ASMT_0034916,REV_2023,U01482,RISK_067,SYS01,20 October 2023
ASMT_0034917,REV_2022,U00152,RISK_006,SYS02,15 October 2022
ASMT_0034918,REV_2022,U00288,RISK_053,SYS02,15 October 2022
ASMT_0034919,REV_2024,U00288,RISK_053,SYS02,18 October 2024
ASMT_0034920,REV_2024,U00235,RISK_025,SYS03,18 October 2024
ASMT_0034921,REV_2022,U01742,RISK_117,SYS01,15 October 2022
ASMT_0034922,REV_2023,U01489,RISK_077,SYS03,20 October 2023
ASMT_0034923,REV_2025,U01489,RISK_077,SYS03,22 October 2025
ASMT_0034924,REV_2024,U01450,RISK_069,SYS01,18 October 2024
ASMT_0034925,REV_2024,U00155,RISK_022,SYS02,18 October 2024
ASMT_0034926,REV_2022,U00893,RISK_055,SYS03,15 October 2022
ASMT_0034927,REV_2023,U00418,RISK_004,SYS01,20 October 2023
ASMT_0034928,REV_2024,U00418,RISK_004,SYS01,18 October 2024
ASMT_0034929,REV_2025,U00418,RISK_004,SYS01,22 October 2025
ASMT_0034930,REV_2026,U00418,RISK_004,SYS01,17 October 2026
ASMT_0034931,REV_2022,U01794,RISK_043,SYS02,15 October 2022
ASMT_0034932,REV_2025,U01794,RISK_043,SYS02,22 October 2025
ASMT_0034933,REV_2022,U01652,RISK_070,SYS01,15 October 2022
ASMT_0034934,REV_2025,U01652,RISK_070,SYS01,22 October 2025
ASMT_0034935,REV_2022,U00309,RISK_073,SYS03,15 October 2022
ASMT_0034936,REV_2024,U00309,RISK_073,SYS03,18 October 2024
ASMT_0034937,REV_2022,U00516,RISK_110,SYS04,15 October 2022
ASMT_0034938,REV_2022,U01575,RISK_061,SYS04,15 October 2022
ASMT_0034939,REV_2023,U01575,RISK_061,SYS04,20 October 2023
ASMT_0034940,REV_2024,U01575,RISK_061,SYS04,18 October 2024
ASMT_0034941,REV_2024,U01468,RISK_062,SYS01,18 October 2024
ASMT_0034942,REV_2023,U01674,RISK_118,SYS01,20 October 2023
ASMT_0034943,REV_2025,U01674,RISK_118,SYS01,22 October 2025
ASMT_0034944,REV_2026,U01674,RISK_118,SYS01,17 October 2026
ASMT_0034945,REV_2026,U00773,RISK_034,SYS01,17 October 2026
ASMT_0034946,REV_2022,U00974,RISK_063,SYS02,15 October 2022
ASMT_0034947,REV_2025,U00981,RISK_076,SYS01,22 October 2025
ASMT_0034948,REV_2022,U00584,RISK_011,SYS01,15 October 2022
ASMT_0034949,REV_2024,U00584,RISK_011,SYS01,18 October 2024
ASMT_0034950,REV_2022,U00573,RISK_009,SYS01,15 October 2022
ASMT_0034951,REV_2023,U00573,RISK_009,SYS01,20 October 2023
ASMT_0034952,REV_2024,U00855,RISK_033,SYS04,18 October 2024
ASMT_0034953,REV_2025,U00855,RISK_033,SYS04,22 October 2025
ASMT_0034954,REV_2022,U01470,RISK_042,SYS04,15 October 2022
ASMT_0034955,REV_2024,U01470,RISK_042,SYS04,18 October 2024
ASMT_0034956,REV_2023,U01344,RISK_080,SYS03,20 October 2023
ASMT_0034957,REV_2023,U01779,RISK_103,SYS01,20 October 2023
ASMT_0034958,REV_2022,U01646,RISK_008,SYS01,15 October 2022
ASMT_0034959,REV_2024,U01646,RISK_008,SYS01,18 October 2024
ASMT_0034960,REV_2022,U01385,RISK_070,SYS04,15 October 2022
ASMT_0034961,REV_2023,U01385,RISK_070,SYS04,20 October 2023
ASMT_0034962,REV_2024,U01385,RISK_070,SYS04,18 October 2024
ASMT_0034963,REV_2025,U01385,RISK_070,SYS04,22 October 2025
ASMT_0034964,REV_2026,U01385,RISK_070,SYS04,17 October 2026
ASMT_0034965,REV_2024,U01685,RISK_038,SYS04,18 October 2024
ASMT_0034966,REV_2022,U00788,RISK_076,SYS02,15 October 2022
ASMT_0034967,REV_2023,U00788,RISK_076,SYS02,20 October 2023
ASMT_0034968,REV_2024,U00788,RISK_076,SYS02,18 October 2024
ASMT_0034969,REV_2024,U00855,RISK_092,SYS02,18 October 2024
ASMT_0034970,REV_2025,U00855,RISK_092,SYS02,22 October 2025
ASMT_0034971,REV_2026,U00855,RISK_092,SYS02,17 October 2026
ASMT_0034972,REV_2022,U01090,RISK_081,SYS03,15 October 2022
ASMT_0034973,REV_2024,U00593,RISK_070,SYS01,18 October 2024
ASMT_0034974,REV_2025,U00593,RISK_070,SYS01,22 October 2025
ASMT_0034975,REV_2026,U00593,RISK_070,SYS01,17 October 2026
ASMT_0034976,REV_2024,U01718,RISK_061,SYS02,18 October 2024
ASMT_0034977,REV_2025,U01718,RISK_061,SYS02,22 October 2025
ASMT_0034978,REV_2024,U00467,RISK_109,SYS01,18 October 2024
ASMT_0034979,REV_2026,U01307,RISK_003,SYS01,17 October 2026
ASMT_0034980,REV_2025,U01209,RISK_030,SYS02,22 October 2025
ASMT_0034981,REV_2022,U01053,RISK_061,SYS02,15 October 2022
ASMT_0034982,REV_2023,U01053,RISK_061,SYS02,20 October 2023
ASMT_0034983,REV_2024,U01053,RISK_061,SYS02,18 October 2024
ASMT_0034984,REV_2025,U01053,RISK_061,SYS02,22 October 2025
ASMT_0034985,REV_2026,U01231,RISK_053,SYS03,17 October 2026
ASMT_0034986,REV_2022,U00550,RISK_002,SYS01,15 October 2022
ASMT_0034987,REV_2024,U00550,RISK_002,SYS01,18 October 2024
ASMT_0034988,REV_2025,U00550,RISK_002,SYS01,22 October 2025
ASMT_0034989,REV_2022,U00942,RISK_081,SYS01,15 October 2022
ASMT_0034990,REV_2023,U00942,RISK_081,SYS01,20 October 2023
ASMT_0034991,REV_2024,U00942,RISK_081,SYS01,18 October 2024
ASMT_0034992,REV_2025,U00942,RISK_081,SYS01,22 October 2025
ASMT_0034993,REV_2026,U00942,RISK_081,SYS01,17 October 2026
ASMT_0034994,REV_2022,U01156,RISK_045,SYS01,15 October 2022
ASMT_0034995,REV_2023,U01156,RISK_045,SYS01,20 October 2023
ASMT_0034996,REV_2024,U01156,RISK_045,SYS01,18 October 2024
ASMT_0034997,REV_2024,U01170,RISK_074,SYS03,18 October 2024
ASMT_0034998,REV_2023,U01470,RISK_097,SYS01,20 October 2023
ASMT_0034999,REV_2023,U00521,RISK_019,SYS04,20 October 2023
ASMT_0035000,REV_2024,U01488,RISK_003,SYS03,18 October 2024
ASMT_0035001,REV_2023,U00123,RISK_008,SYS02,20 October 2023
ASMT_0035002,REV_2026,U00123,RISK_008,SYS02,17 October 2026
ASMT_0035003,REV_2024,U00634,RISK_077,SYS02,18 October 2024
ASMT_0035004,REV_2026,U00682,RISK_069,SYS01,17 October 2026
ASMT_0035005,REV_2023,U01429,RISK_019,SYS02,20 October 2023
ASMT_0035006,REV_2023,U00950,RISK_100,SYS02,20 October 2023
ASMT_0035007,REV_2025,U00950,RISK_100,SYS02,22 October 2025
ASMT_0035008,REV_2026,U00950,RISK_100,SYS02,17 October 2026
ASMT_0035009,REV_2022,U00840,RISK_056,SYS04,15 October 2022
ASMT_0035010,REV_2025,U00840,RISK_056,SYS04,22 October 2025
ASMT_0035011,REV_2022,U00731,RISK_052,SYS01,15 October 2022
ASMT_0035012,REV_2023,U00731,RISK_052,SYS01,20 October 2023
ASMT_0035013,REV_2024,U00778 ,RISK_013,SYS03,18 October 2024
ASMT_0035014,REV_2026,U01290,RISK_013,SYS01,17 October 2026
ASMT_0035015,REV_2022,U00292,RISK_009,SYS01,15 October 2022
ASMT_0035016,REV_2025,U00292,RISK_009,SYS01,22 October 2025
ASMT_0035017,REV_2022,U00445,RISK_046,SYS02,15 October 2022
ASMT_0035018,REV_2023,U00361,RISK_004,SYS01,20 October 2023
ASMT_0035019,REV_2024,U00361,RISK_004,SYS01,18 October 2024
ASMT_0035020,REV_2022,U01605,RISK_037,SYS02,15 October 2022
ASMT_0035021,REV_2024,U00589,RISK_106,SYS04,18 October 2024
ASMT_0035022,REV_2026,U00589,RISK_106,SYS04,17 October 2026
ASMT_0035023,REV_2023,U01728,RISK_062,SYS04,20 October 2023
ASMT_0035024,REV_2022,U00498,RISK_016,SYS02,15 October 2022
ASMT_0035025,REV_2023,U00498,RISK_016,SYS02,20 October 2023
ASMT_0035026,REV_2026,U00498,RISK_016,SYS02,17 October 2026
ASMT_0035027,REV_2023,U00214,RISK_080,SYS02,20 October 2023
ASMT_0035028,REV_2025,U00214,RISK_080,SYS02,22 October 2025
ASMT_0035029,REV_2022,U00687,RISK_090,SYS02,15 October 2022
ASMT_0035030,REV_2024,U00687,RISK_090,SYS02,18 October 2024
ASMT_0035031,REV_2025,U00687,RISK_090,SYS02,22 October 2025
ASMT_0035032,REV_2026,U00687,RISK_090,SYS02,17 October 2026
ASMT_0035033,REV_2022,U01138,RISK_105,SYS01,15 October 2022
ASMT_0035034,REV_2025,U01138,RISK_105,SYS01,22 October 2025
ASMT_0035035,REV_2023,U01008,RISK_005,SYS01,20 October 2023
ASMT_0035036,REV_2026,U01008,RISK_005,SYS01,17 October 2026
ASMT_0035037,REV_2025,U01164,RISK_015,SYS01,22 October 2025
ASMT_0035038,REV_2023,U00996,RISK_004,SYS02,20 October 2023
ASMT_0035039,REV_2023,U00228,RISK_085,SYS02,20 October 2023
ASMT_0035040,REV_2025,U00228,RISK_085,SYS02,22 October 2025
ASMT_0035041,REV_2026,U00228,RISK_085,SYS02,17 October 2026
ASMT_0035042,REV_2022,U00937,RISK_048,SYS01,15 October 2022
ASMT_0035043,REV_2023,U00937,RISK_048,SYS01,20 October 2023
ASMT_0035044,REV_2024,U00937,RISK_048,SYS01,18 October 2024
ASMT_0035045,REV_2025,U00937,RISK_048,SYS01,22 October 2025
ASMT_0035046,REV_2025,U00863,RISK_068,SYS01,22 October 2025
ASMT_0035047,REV_2024,U01441,RISK_113,SYS02,18 October 2024
ASMT_0035048,REV_2022,U01304,RISK_116,SYS02,15 October 2022
ASMT_0035049,REV_2023,U01304,RISK_116,SYS02,20 October 2023
ASMT_0035050,REV_2024,U01304,RISK_116,SYS02,18 October 2024
ASMT_0035051,REV_2025,U01304,RISK_116,SYS02,22 October 2025
ASMT_0035052,REV_2026,U01304,RISK_116,SYS02,17 October 2026
ASMT_0035053,REV_2022,U00634,RISK_004,SYS02,15 October 2022
ASMT_0035054,REV_2023,U00634,RISK_004,SYS02,20 October 2023
ASMT_0035055,REV_2024,U00634,RISK_004,SYS02,18 October 2024
ASMT_0035056,REV_2023,U00128,RISK_108,SYS04,20 October 2023
ASMT_0035057,REV_2025,U00128,RISK_108,SYS04,22 October 2025
ASMT_0035058,REV_2024,U01551,RISK_063,SYS01,18 October 2024
ASMT_0035059,REV_2022,U01735,RISK_080,SYS01,15 October 2022
ASMT_0035060,REV_2023,U01735,RISK_080,SYS01,20 October 2023
ASMT_0035061,REV_2024,U01735,RISK_080,SYS01,18 October 2024
ASMT_0035062,REV_2025,U01735,RISK_080,SYS01,22 October 2025
ASMT_0035063,REV_2026,U01735,RISK_080,SYS01,17 October 2026
ASMT_0035064,REV_2023,U01540,RISK_003,SYS01,20 October 2023
ASMT_0035065,REV_2024,U01540,RISK_003,SYS01,18 October 2024
ASMT_0035066,REV_2025,U01540,RISK_003,SYS01,22 October 2025
ASMT_0035067,REV_2022,U01138,RISK_014,SYS02,15 October 2022
ASMT_0035068,REV_2022,U00781,RISK_108,SYS02,15 October 2022
ASMT_0035069,REV_2023,U00781,RISK_108,SYS02,20 October 2023
ASMT_0035070,REV_2024,U00781,RISK_108,SYS02,18 October 2024
ASMT_0035071,REV_2022,U01026,RISK_088,SYS03,15 October 2022
ASMT_0035072,REV_2023,U01026,RISK_088,SYS03,20 October 2023
ASMT_0035073,REV_2024,U01026,RISK_088,SYS03,18 October 2024
ASMT_0035074,REV_2026,U01026,RISK_088,SYS03,17 October 2026
ASMT_0035075,REV_2024,U00636,RISK_033,SYS02,18 October 2024
ASMT_0035076,REV_2022,U01643,RISK_082,SYS01,15 October 2022
ASMT_0035077,REV_2024,U01245,RISK_052,SYS03,18 October 2024
ASMT_0035078,REV_2023,U00668,RISK_097,SYS01,20 October 2023
ASMT_0035079,REV_2023,U00764,RISK_067,SYS02,20 October 2023
ASMT_0035080,REV_2023,U00599,RISK_110,SYS03,20 October 2023
ASMT_0035081,REV_2025,U00599,RISK_110,SYS03,22 October 2025
ASMT_0035082,REV_2023,U00991,RISK_022,SYS02,20 October 2023
ASMT_0035083,REV_2026,U00224,RISK_093,SYS02,17 October 2026
ASMT_0035084,REV_2023,U01620,RISK_054,SYS02,20 October 2023
ASMT_0035085,REV_2026,U01620,RISK_054,SYS02,17 October 2026
ASMT_0035086,REV_2022,U01668,RISK_045,SYS01,15 October 2022
ASMT_0035087,REV_2022,U00986,RISK_084,SYS02,15 October 2022
ASMT_0035088,REV_2024,U00861,RISK_104,SYS01,18 October 2024
ASMT_0035089,REV_2023,U01177,RISK_087,SYS01,20 October 2023
ASMT_0035090,REV_2022,U00917,RISK_087,SYS04,15 October 2022
ASMT_0035091,REV_2022,U01421,RISK_087,SYS02,15 October 2022
ASMT_0035092,REV_2023,U01421,RISK_087,SYS02,20 October 2023
ASMT_0035093,REV_2024,U01421,RISK_087,SYS02,18 October 2024
ASMT_0035094,REV_2022,U00063,RISK_009,SYS04,15 October 2022
ASMT_0035095,REV_2024,U00448,RISK_039,SYS01,18 October 2024
ASMT_0035096,REV_2025,U00448,RISK_039,SYS01,22 October 2025
ASMT_0035097,REV_2026,U00448,RISK_039,SYS01,17 October 2026
ASMT_0035098,REV_2023,U00313,RISK_001,SYS03,20 October 2023
ASMT_0035099,REV_2026,U00313,RISK_001,SYS03,17 October 2026
ASMT_0035100,REV_2023,U01675,RISK_099,SYS03,20 October 2023
ASMT_0035101,REV_2024,U01675,RISK_099,SYS03,18 October 2024
ASMT_0035102,REV_2025,U01675,RISK_099,SYS03,22 October 2025
ASMT_0035103,REV_2024,U01656,RISK_069,SYS02,18 October 2024
ASMT_0035104,REV_2022,U00561,RISK_104,SYS02,15 October 2022
ASMT_0035105,REV_2023,U00561,RISK_104,SYS02,20 October 2023
ASMT_0035106,REV_2024,U00561,RISK_104,SYS02,18 October 2024
ASMT_0035107,REV_2022,U00929,RISK_051,SYS04,15 October 2022
ASMT_0035108,REV_2023,U00929,RISK_051,SYS04,20 October 2023
ASMT_0035109,REV_2024,U00929,RISK_051,SYS04,18 October 2024
ASMT_0035110,REV_2023,U01614,RISK_118,SYS02,20 October 2023
ASMT_0035111,REV_2022,U00757,RISK_069,SYS04,15 October 2022
ASMT_0035112,REV_2026,U01475,RISK_094,SYS01,17 October 2026
ASMT_0035113,REV_2022,U00324,RISK_116,SYS03,15 October 2022
ASMT_0035114,REV_2025,U00324,RISK_116,SYS03,22 October 2025
ASMT_0035115,REV_2026,U00324,RISK_116,SYS03,17 October 2026
ASMT_0035116,REV_2022,U01053,RISK_085,SYS02,15 October 2022
ASMT_0035117,REV_2022,U01482,RISK_036,SYS02,15 October 2022
ASMT_0035118,REV_2023,U01482,RISK_036,SYS02,20 October 2023
ASMT_0035119,REV_2024,U01482,RISK_036,SYS02,18 October 2024
ASMT_0035120,REV_2025,U01482,RISK_036,SYS02,22 October 2025
ASMT_0035121,REV_2026,U01482,RISK_036,SYS02,17 October 2026
ASMT_0035122,REV_2023,U01046,RISK_082,SYS02,20 October 2023
ASMT_0035123,REV_2023,U01098,RISK_046,SYS01,20 October 2023
ASMT_0035124,REV_2022,U00432,RISK_084,SYS03,15 October 2022
ASMT_0035125,REV_2023,U00432,RISK_084,SYS03,20 October 2023
ASMT_0035126,REV_2026,U00432,RISK_084,SYS03,17 October 2026
ASMT_0035127,REV_2024,U01304,RISK_046,SYS01,18 October 2024
ASMT_0035128,REV_2022,U00011,RISK_024,SYS02,15 October 2022
ASMT_0035129,REV_2024,U00011,RISK_024,SYS02,18 October 2024
ASMT_0035130,REV_2023,U01325,RISK_094,SYS03,20 October 2023
ASMT_0035131,REV_2023,U00849,RISK_109,SYS03,20 October 2023
ASMT_0035132,REV_2026,U01241,RISK_056,SYS01,17 October 2026
ASMT_0035133,REV_2024,U00665,RISK_043,SYS01,18 October 2024
ASMT_0035134,REV_2024,U01224,RISK_007,SYS01,18 October 2024
ASMT_0035135,REV_2022,U01360,RISK_108,SYS02,15 October 2022
ASMT_0035136,REV_2022,U00957,RISK_044,SYS01,15 October 2022
ASMT_0035137,REV_2023,U00957,RISK_044,SYS01,20 October 2023
ASMT_0035138,REV_2025,U00957,RISK_044,SYS01,22 October 2025
ASMT_0035139,REV_2023,U00450,RISK_065,SYS04,20 October 2023
ASMT_0035140,REV_2022,U00213,RISK_041,SYS03,15 October 2022
ASMT_0035141,REV_2026,U00213,RISK_041,SYS03,17 October 2026
ASMT_0035142,REV_2022,U01129,RISK_116,SYS03,15 October 2022
ASMT_0035143,REV_2023,U00266,RISK_067,SYS01,20 October 2023
ASMT_0035144,REV_2022,U00068,RISK_009,SYS03,15 October 2022
ASMT_0035145,REV_2024,U00068,RISK_009,SYS03,18 October 2024
ASMT_0035146,REV_2025,U00068,RISK_009,SYS03,22 October 2025
ASMT_0035147,REV_2025,U00303,RISK_107,SYS02,22 October 2025
ASMT_0035148,REV_2022,U00089,RISK_003,SYS01,15 October 2022
ASMT_0035149,REV_2024,U00089,RISK_003,SYS01,18 October 2024
ASMT_0035150,REV_2023,U01145,RISK_044,SYS04,20 October 2023
ASMT_0035151,REV_2024,U01145,RISK_044,SYS04,18 October 2024
ASMT_0035152,REV_2026,U01145,RISK_044,SYS04,17 October 2026
ASMT_0035153,REV_2024,U00715,RISK_013,SYS01,18 October 2024
ASMT_0035154,REV_2025,U00898,RISK_064,SYS01,22 October 2025
ASMT_0035155,REV_2023,U01395,RISK_061,SYS01,20 October 2023
ASMT_0035156,REV_2022,U00071,RISK_002,SYS02,15 October 2022
ASMT_0035157,REV_2025,U00071,RISK_002,SYS02,22 October 2025
ASMT_0035158,REV_2023,U01593,RISK_082,SYS02,20 October 2023
ASMT_0035159,REV_2025,U01465,RISK_088,SYS01,22 October 2025
ASMT_0035160,REV_2022,U00760,RISK_031,SYS03,15 October 2022
ASMT_0035161,REV_2023,U00760,RISK_031,SYS03,20 October 2023
ASMT_0035162,REV_2024,U00760,RISK_031,SYS03,18 October 2024
ASMT_0035163,REV_2025,U00760,RISK_031,SYS03,22 October 2025
ASMT_0035164,REV_2026,U00760,RISK_031,SYS03,17 October 2026
ASMT_0035165,REV_2022,U01608,RISK_041,SYS01,15 October 2022
ASMT_0035166,REV_2024,U00859,RISK_002,SYS04,18 October 2024
ASMT_0035167,REV_2022,U01108,RISK_101,SYS01,15 October 2022
ASMT_0035168,REV_2024,U01108,RISK_101,SYS01,18 October 2024
ASMT_0035169,REV_2025,U01108,RISK_101,SYS01,22 October 2025
ASMT_0035170,REV_2022,U00864,RISK_030,SYS01,15 October 2022
ASMT_0035171,REV_2023,U00864,RISK_030,SYS01,20 October 2023
ASMT_0035172,REV_2025,U00864,RISK_030,SYS01,22 October 2025
ASMT_0035173,REV_2026,U00864,RISK_030,SYS01,17 October 2026
ASMT_0035174,REV_2022,U00018,RISK_026,SYS01,15 October 2022
ASMT_0035175,REV_2022,U01307,RISK_038,SYS03,15 October 2022
ASMT_0035176,REV_2022,U00299,RISK_110,SYS01,15 October 2022
ASMT_0035177,REV_2023,U00299,RISK_110,SYS01,20 October 2023
ASMT_0035178,REV_2024,U00299,RISK_110,SYS01,18 October 2024
ASMT_0035179,REV_2025,U00299,RISK_110,SYS01,22 October 2025
ASMT_0035180,REV_2026,U00299,RISK_110,SYS01,17 October 2026
ASMT_0035181,REV_2022,U00428,RISK_040,SYS02,15 October 2022
ASMT_0035182,REV_2023,U00428,RISK_040,SYS02,20 October 2023
ASMT_0035183,REV_2026,U00428,RISK_040,SYS02,17 October 2026
ASMT_0035184,REV_2022,U00572,RISK_038,SYS01,15 October 2022
ASMT_0035185,REV_2022,U01319,RISK_021,SYS02,15 October 2022
ASMT_0035186,REV_2024,U01319,RISK_021,SYS02,18 October 2024
ASMT_0035187,REV_2022,U00176,RISK_016,SYS01,15 October 2022
ASMT_0035188,REV_2026,U00176,RISK_016,SYS01,17 October 2026
ASMT_0035189,REV_2022,U00259,RISK_093,SYS01,15 October 2022
ASMT_0035190,REV_2023,U00259,RISK_093,SYS01,20 October 2023
ASMT_0035191,REV_2022,U01482,RISK_107,SYS02,15 October 2022
ASMT_0035192,REV_2023,U01665,RISK_018,SYS01,20 October 2023
ASMT_0035193,REV_2024,U01665,RISK_018,SYS01,18 October 2024
ASMT_0035194,REV_2025,U01665,RISK_018,SYS01,22 October 2025
ASMT_0035195,REV_2023,U00267,RISK_107,SYS01,20 October 2023
ASMT_0035196,REV_2022,U00611,RISK_036,SYS01,15 October 2022
ASMT_0035197,REV_2025,U00202,RISK_116,SYS04,22 October 2025
ASMT_0035198,REV_2026,U00202,RISK_116,SYS04,17 October 2026
ASMT_0035199,REV_2022,U00581,RISK_082,SYS01,15 October 2022
ASMT_0035200,REV_2023,U00982,RISK_025,SYS01,20 October 2023
ASMT_0035201,REV_2022,U00421,RISK_003,SYS04,15 October 2022
ASMT_0035202,REV_2025,U00421,RISK_003,SYS04,22 October 2025
ASMT_0035203,REV_2022,U00077,RISK_067,SYS01,15 October 2022
ASMT_0035204,REV_2023,U00077,RISK_067,SYS01,20 October 2023
ASMT_0035205,REV_2022,U00324,RISK_061,SYS01,15 October 2022
ASMT_0035206,REV_2023,U00324,RISK_061,SYS01,20 October 2023
ASMT_0035207,REV_2024,U00324,RISK_061,SYS01,18 October 2024
ASMT_0035208,REV_2025,U00324,RISK_061,SYS01,22 October 2025
ASMT_0035209,REV_2026,U00324,RISK_061,SYS01,17 October 2026
ASMT_0035210,REV_2022,U00640,RISK_056,SYS01,15 October 2022
ASMT_0035211,REV_2023,U00640,RISK_056,SYS01,20 October 2023
ASMT_0035212,REV_2024,U00533,RISK_015,SYS04,18 October 2024
ASMT_0035213,REV_2022,U01350,RISK_105,SYS02,15 October 2022
ASMT_0035214,REV_2024,U00306,RISK_088,SYS01,18 October 2024
ASMT_0035215,REV_2023,U01380,RISK_049,SYS01,20 October 2023
ASMT_0035216,REV_2026,U01380,RISK_049,SYS01,17 October 2026
ASMT_0035217,REV_2022,U01182,RISK_010,SYS02,15 October 2022
ASMT_0035218,REV_2024,U01182,RISK_010,SYS02,18 October 2024
ASMT_0035219,REV_2026,U01182,RISK_010,SYS02,17 October 2026
ASMT_0035220,REV_2022,U00886,RISK_083,SYS03,15 October 2022
ASMT_0035221,REV_2022,U00209,RISK_048,SYS02,15 October 2022
ASMT_0035222,REV_2023,U00209,RISK_048,SYS02,20 October 2023
ASMT_0035223,REV_2025,U00209,RISK_048,SYS02,22 October 2025
ASMT_0035224,REV_2023,U01037,RISK_076,SYS04,20 October 2023
ASMT_0035225,REV_2022,U01189,RISK_016,SYS02,15 October 2022
ASMT_0035226,REV_2024,U01189,RISK_016,SYS02,18 October 2024
